timestamp,latitude,longitude,agency,complaint_type,descriptor,location_type,borough
1707346449,40.838811,-73.732226,OOS,Heat/Hot Water,Bus Stop,Yard,Unspecified
1695227969,40.75762,-74.119064,NYPD,Lead,Multiple Street Lights Out,Mobile Food Vendor,BROOKLYN
1676886419,40.855111,-73.977614,DOT,Electrical,Illegal Use Of A Hydrant (Cin),Common Area,BROOKLYN
1679162746,40.897556,-73.836365,DOE,Outside Building,Hydrant Leaking (Wc1),1-2 Family Dwelling,QUEENS
1674812964,40.827234,-73.894934,DOE,Broken Parking Meter,Bulky Trash,Curb,QUEENS
1734856402,40.774371,-73.737758,NYC311-PRD,Sewer,Graffiti Or Vandalism,Residential Building,Unspecified
1731926982,40.831697,-73.901995,OOS,Sidewalk Condition,After Hours Work - Illegal,Sidewalk,STATEN ISLAND
1712722014,40.856088,-74.224968,DPR,Noise - Street/Sidewalk,"Noise: Boat(Engine,Music,Etc) (Nr10)",Street/Sidewalk,Unspecified
1722841244,40.634916,-73.838769,DCWP,Building/Use,Sewage Leak,Store/Commercial,BROOKLYN
1673467972,40.615202,-73.867475,DOHMH,Rodent,For One Address,Yard,MANHATTAN
1705328774,40.628706,-73.97593,DOB,Emergency Response Team (Ert),Unlicensed,Gutter,MANHATTAN
1716464681,40.848508,-73.778896,DPR,Electric,Noise: Construction Equipment (Nc1),Taxi,QUEENS
1674859644,40.539387,-74.015386,OOS,Illegal Dumping,Congestion/Gridlock,Park/Playground,BROOKLYN
1677683241,40.77962,-73.787047,DPR,Unsanitary Condition,Hydrant Running Full (Wa4),3+ Family Mixed Use Building,MANHATTAN
1672824147,40.833968,-74.132153,DCWP,Bike/Roller/Skate Chronic,Waste Set Out Too Early Or Too Late,Bus Stop Shelter,STATEN ISLAND
1694525602,40.760979,-73.943645,NYPD,Lost Property,Food Spoiled,3+ Family Apartment Building,Unspecified
1714166995,40.650557,-73.939437,DOHMH,Street Light Condition,Toilet,Park,BRONX
1712744927,40.647042,-73.743065,DHS,Noise - Commercial,Blocked Sidewalk,Store/Commercial,MANHATTAN
1702540995,40.806567,-74.035186,DSNY,Asbestos,New Bus Stop Shelter Placement,Curb,Unspecified
1731522043,40.754664,-73.900692,DHS,Flooring/Stairs,Branch Cracked And Will Fall,Residential Building,Unspecified
1678914426,40.537962,-74.059519,DOE,Animal-Abuse,Unauthorized Bus Layover,Yard,QUEENS
1684461143,40.810663,-73.96796,HPD,Animal In A Park,Power Outage,Street,Unspecified
1722553874,40.775574,-74.033436,OOS,Derelict Vehicles,"Building - Vacant, Open And Unguarded",Bus Stop Shelter,BROOKLYN
1717360624,40.845106,-73.996808,HPD,Graffiti,Spilled Garbage,Business,STATEN ISLAND
1682516212,40.826973,-73.765585,DOB,Dumpster Complaint,Branches Damaged,Commercial Building,MANHATTAN
1698733366,40.704139,-74.174648,DCWP,Violation Of Park Rules,Unauthorized Bus Layover,Curb,STATEN ISLAND
1729679822,40.644494,-73.833832,DOT,Bus Stop Shelter Complaint,Noise: Air Condition/Ventilation Equipment (Nv1),Commercial Building,Unspecified
1703452405,40.793708,-73.723115,DOE,Blocked Driveway,Detached Trailer,House Of Worship,BROOKLYN
1705889222,40.774138,-73.97799,DHS,Derelict Vehicles,Hydrant Leaking (Wc1),Sidewalk,BROOKLYN
1719494378,40.705831,-74.110091,OOS,Boilers,Tree Leaning/Uprooted,Mixed Use,Unspecified
1682686745,40.504983,-74.111053,DCWP,Litter Basket Request,Snow Or Ice,Hallway,QUEENS
1690058171,40.547012,-73.892784,DPR,Bike Rack,Stoop Line Stand,UNKNOWN,MANHATTAN
1682177576,40.643799,-73.712356,NYC311-PRD,Graffiti,Sidewalk Collapsed,Business,Unspecified
1729384712,40.833307,-74.125576,TLC,Root/Sewer/Sidewalk Condition,3 Or More,Street/Sidewalk,MANHATTAN
1696634166,40.789417,-73.843445,DSNY,New Tree Request,Plumbing-Defective/Leaking/Not Maintained,Taxi,Unspecified
1713276060,40.59397,-74.087539,OOS,Dead Animal,Plate Condition - Noisy,Curb,QUEENS
1711805950,40.646259,-74.168071,DSNY,Street Light Condition,Street Cleaning - Asp,Building (Non-Residential),QUEENS
1718251358,40.829648,-74.210707,HPD,Consumer Complaint,Broken Glass,Hallway,MANHATTAN
1679506292,40.542831,-73.76152,DEP,Dumpster Complaint,Tobacco Sales,Curb,BRONX
1679723455,40.51234,-74.069505,DOHMH,Taxi Complaint,Tree Leaning/Uprooted,3+ Family Apt. Building,BROOKLYN
1730830281,40.609256,-73.71411,DOE,Noise - Residential,Graffiti,Building (Non-Residential),BROOKLYN
1686717841,40.558562,-73.848893,DHS,Drug Activity,Day Care Facility,3+ Family Apt. Building,STATEN ISLAND
1705036322,40.829848,-73.961953,DOHMH,Special Projects Inspection Team (Spit),Ped Multiple Lamps,3+ Family Mixed Use Building,Unspecified
1711171763,40.627851,-73.928378,TLC,Broken Parking Meter,Failure To Maintain,School,BRONX
1707901587,40.909477,-73.940979,DPR,Noise - Park,Door Frame,School,STATEN ISLAND
1683921199,40.552035,-73.727576,DEP,Lead,Waste Left In Front Of Other Residence,Street/Curbside,BROOKLYN
1681981944,40.657829,-74.220253,DCWP,Real Time Enforcement,Snow Removal Requested,Curb,QUEENS
1677086179,40.656398,-73.906473,DEP,Lost Property,Rodent Sighting,Mixed Use,MANHATTAN
1720489705,40.751399,-73.942488,OOS,Unsanitary Condition,Failed Street Repair,Street,BRONX
1685792619,40.68659,-74.096932,NYC311-PRD,Litter Basket Request,Waste Left In Front Of Other Residence,Gutter,STATEN ISLAND
1680823803,40.540202,-73.813866,DPR,Best/Site Safety,Trash Or Recycling,House And Store,STATEN ISLAND
1690439258,40.666189,-74.081591,DOHMH,General,Hours Of Operation,3+ Family Apartment Building,QUEENS
1730015985,40.705077,-73.708966,DCWP,General Construction/Plumbing,Elevator - Multiple Devices On Property,Park,MANHATTAN
1716170753,40.896197,-73.964669,TLC,Dirty Condition,Food Contaminated,Street/Curbside,Unspecified
1679335094,40.780197,-73.82152,DCWP,School Maintenance,Sewage,Commercial Building,STATEN ISLAND
1716298120,40.813333,-73.965389,DOHMH,Best/Site Safety,Chronic Dumping,Street,MANHATTAN
1705577145,40.702123,-73.713592,OOS,Damaged Tree,Janitor/Super,Stairwell,QUEENS
1721962873,40.648725,-73.994527,DOHMH,Lead,Work Without A Permit - Occupied Multiple Dwelling,Lobby,BRONX
1694099687,40.871386,-73.806227,DOB,Door/Window,Waste Left In Front Of Residence,3+ Family Apt. Building,QUEENS
1724344206,40.506778,-74.023969,NYC311-PRD,Noise,Blocked Bike Lane,Public/Unfenced Area,BROOKLYN
1723924431,40.880277,-74.200164,HPD,Unleashed Dog,Blocking Sidewalk Or Street,Residential Building,Unspecified
1678810381,40.919538,-73.705935,HPD,Graffiti,Injured Wildlife,Gutter,BRONX
1712476967,40.602859,-74.136941,DEP,Water Leak,Detached Trailer,House And Store,Unspecified
1676379257,40.596754,-73.978908,DEP,Missed Collection,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,Curb,QUEENS
1710951339,40.76503,-74.133836,DOT,Boilers,Restaurant,Subway,BROOKLYN
1731545878,40.521355,-74.241988,DOHMH,Noise - Park,Chemical Spill/Release (Ha1),3+ Family Apt. Building,QUEENS
1682204852,40.838709,-74.034865,TLC,Emergency Response Team (Ert),One Way,Mixed Use,BROOKLYN
1692584833,40.681272,-74.101491,DPR,Electric,Commercial Overnight Parking,Park/Playground,MANHATTAN
1676617330,40.822464,-73.730236,TLC,Cannabis Retailer,Sidewalk Zone Blocked,Taxi,BRONX
1695050038,40.800932,-74.129636,OOS,Litter Basket Request,Storage Warehouse,Yard,BRONX
1681232121,40.510176,-74.002337,DHS,Street Sign - Missing,Vehicle Signal,3+ Family Apt. Building,STATEN ISLAND
1695740927,40.700208,-73.803013,HPD,Air Quality,Elevator - Multiple Devices On Property,Mobile Food Vendor,Unspecified
1719640649,40.634745,-73.743784,DSNY,Boilers,Sidewalk Display,Taxi,QUEENS
1708761612,40.861074,-73.734354,NYPD,Elevator,For One Address,Mobile Food Vendor,QUEENS
1694469770,40.899614,-74.004316,NYPD,Snow Or Ice,Veh Signal Head,Street,BRONX
1727871846,40.806241,-74.105053,DHS,Animal-Abuse,Hydrant Leaking (Wc1),House And Store,BRONX
1734728729,40.902254,-74.05114,DEP,Illegal Fireworks,Unauthorized Bus Layover,Mobile Food Vendor,QUEENS
1705053070,40.834977,-74.095666,HPD,Unleashed Dog,Dead Branches In Tree,3+ Family Mixed Use Building,BRONX
1721494730,40.665295,-73.975872,DOHMH,Paint/Plaster,Wall,Taxi,Unspecified
1688838830,40.514883,-73.710468,DEP,Drinking,Fixture/Luminaire Hanging,Yard,BRONX
1692898048,40.866713,-74.057987,NYC311-PRD,Noise - Street/Sidewalk,Bicycle Chained To Tree,Private School,Unspecified
1704677910,40.508024,-74.210312,DOE,Unleashed Dog,Food Vendor,Residential Building,MANHATTAN
1693307932,40.718042,-74.246943,DCWP,Abandoned Vehicle,Bare Hands In Contact W/ Food,Lobby,BRONX
1674059054,40.623013,-74.023211,TLC,Homeless Person Assistance,Failure To Retain Water/Improper Drainage- (Ll103/89),UNKNOWN,QUEENS
1698389062,40.721938,-74.133919,NYPD,Noise - Street/Sidewalk,Non-Chronic,Park,BROOKLYN
1696794395,40.670641,-74.09487,DSNY,Outside Building,Sprinkler,Club/Bar/Restaurant,MANHATTAN
1699145476,40.6785,-74.076059,DOT,Best/Site Safety,Broken Curb,Common Area,STATEN ISLAND
1675201524,40.792606,-73.918659,NYPD,Bike/Roller/Skate Chronic,"Building - Vacant, Open And Unguarded",Stairwell,BRONX
1684000542,40.780387,-74.191278,TLC,Illegal Posting,Landlord Or Real Estate Agent,Commercial Building,Unspecified
1716698459,40.656604,-73.94372,DEP,Illegal Fireworks,Sidewalk,OTHER,STATEN ISLAND
1674058858,40.629476,-74.190133,DCWP,Litter Basket Request,Blocking Street,Sidewalk,MANHATTAN
1677324408,40.76542,-73.873931,DPR,Unsanitary Condition,Pet/Animal,Private School,BROOKLYN
1727481731,40.823535,-73.801912,NYC311-PRD,Appliance,Unauthorized Bus Layover,Gutter,BROOKLYN
1719564903,40.603952,-73.928834,DOT,Mobile Food Vendor,Bird,Comercial,MANHATTAN
1693171027,40.904632,-74.195198,DSNY,Electrical,Grass/Weeds,House Of Worship,QUEENS
1712392695,40.676157,-74.048989,NYC311-PRD,Noise - Commercial,Squirrel,Commercial Building,MANHATTAN
1718396892,40.629491,-73.732189,DSNY,Drug Activity,Defective Hardware,Stairwell,BRONX
1730719917,40.536968,-73.810533,DOB,Litter Basket Request,Street Light Cycling,Business,MANHATTAN
1722604370,40.786797,-74.096525,DPR,Street Condition,Snow Or Ice,Comercial,STATEN ISLAND
1703255430,40.81423,-74.071462,HPD,Blocked Driveway,Veh Sgnl Mult Lamps,House Of Worship,MANHATTAN
1708135190,40.881985,-73.93361,DOE,Air Quality,Abandoned Bike,Street/Sidewalk,Unspecified
1693321816,40.661485,-73.782095,TLC,Noise - Vehicle,Fire Escape,Public/Unfenced Area,BROOKLYN
1731737158,40.907604,-73.930978,NYC311-PRD,Street Sign - Missing,Graffiti Or Vandalism,Street/Curbside,Unspecified
1729122016,40.836231,-73.978118,DCWP,Root/Sewer/Sidewalk Condition,Pedestrian Ramp Defective,Hallway,QUEENS
1699211364,40.779753,-73.879535,DPR,Investigations And Discipline (Iad),Fire Escape,Street/Sidewalk,QUEENS
1734640553,40.586427,-73.957878,DOHMH,Electric,Food Worker Activity,Club/Bar/Restaurant,MANHATTAN
1680032835,40.736419,-73.779748,DPR,Bus Stop Shelter Complaint,Noise:  Lawn Care Equipment (Ncl),Business,STATEN ISLAND
1710911969,40.687474,-74.007153,OOS,Maintenance Or Facility,Noise: Construction Equipment (Nc1),Residential Building,Unspecified
1699411390,40.816491,-73.86936,DEP,Overgrown Tree/Branches,Cave-In,Taxi,BROOKLYN
1732553109,40.653208,-74.040699,DOE,Bus Stop Shelter Placement,Kitchen/Food Prep Area,Street/Sidewalk,Unspecified
1716078912,40.75671,-74.187727,DOT,Outside Building,Police Report Not Requested,1-2 Family Dwelling,STATEN ISLAND
1725803426,40.649115,-73.836386,DPR,General,Sidewalk Zone Blocked,Bus Stop Shelter,BRONX
1714717102,40.657403,-73.891069,NYPD,Unleashed Dog,Double Parked Blocking Vehicle,Subway,Unspecified
1717573048,40.846181,-74.021382,DCWP,Sanitation Worker Or Vehicle Complaint,Home Improvement Contractor,House Of Worship,QUEENS
1704591557,40.905708,-73.745814,DEP,Emergency Response Team (Ert),Bag/Wallet,Park,QUEENS
1729314595,40.855929,-73.730448,DCWP,Cannabis Retailer,License Plate Obscured,3+ Family Apartment Building,Unspecified
1678290484,40.65119,-73.720509,DOE,Real Time Enforcement,Garbage Or Litter,3+ Family Apt. Building,Unspecified
1728298128,40.82938,-73.869416,DSNY,General Construction/Plumbing,Overflowing,Mobile Food Vendor,BROOKLYN
1697393048,40.663566,-73.903538,DPR,Elevator,Food Source/Protection,Street/Curbside,MANHATTAN
1696502811,40.641385,-74.064744,NYC311-PRD,Safety,Ped Multiple Lamps,Private School,Unspecified
1700063865,40.588419,-73.794559,NYPD,Emergency Response Team (Ert),Defective Hardware,1-2 Family Dwelling,Unspecified
1733261395,40.912795,-74.235488,HPD,Hazardous Materials,Driver Complaint - Non Passenger,1-2 Family Dwelling,Unspecified
1702702408,40.56743,-73.739305,DPR,Bus Stop Shelter Placement,Recycling - Paper/Metal/Glass/Rigid Plastic,Yard,Unspecified
1719224833,40.825349,-73.988859,HPD,General Construction/Plumbing,Trash Or Recycling Not Secure,Stairwell,STATEN ISLAND
1705968043,40.52528,-73.855436,HPD,Emergency Response Team (Ert),Cons - Contrary/Beyond Approved Plans/Permits,Residential Building,QUEENS
1674082689,40.598597,-73.741181,OOS,Plumbing,Restaurant Status,3+ Family Apartment Building,Unspecified
1685125433,40.826705,-74.010652,DOE,Elevator,Restaurant Status,Commercial Building,Unspecified
1733247059,40.823515,-73.720671,OOS,Flooring/Stairs,Dirty/Graffiti,Park/Playground,BRONX
1676349770,40.903412,-73.918264,DOT,Unsanitary Condition,Cable,Residential Building,MANHATTAN
1687577168,40.700844,-73.771132,DPR,Sidewalk Condition,Recycling - Paper,House And Store,BROOKLYN
1691218449,40.706208,-74.018959,DOE,Obstruction,Blocked Hydrant,Subway,BRONX
1698694221,40.581079,-73.875805,HPD,Graffiti,"Air: Smoke, Chimney Or Vent (As1)",School,BROOKLYN
1695574741,40.755102,-74.060652,DEP,Illegal Posting,Squirrel,Alley,MANHATTAN
1701210840,40.757481,-73.958411,DPR,Real Time Enforcement,Pothole,Club/Bar/Restaurant,BROOKLYN
1676137565,40.700865,-74.224655,DSNY,Bike Rack,Dirty/Graffiti,Curb,Unspecified
1693210267,40.846428,-73.931266,DHS,Dirty Condition,Work Without A Permit - Occupied Multiple Dwelling,School,MANHATTAN
1688098216,40.574697,-73.707026,HPD,Street Condition,Dead Branches In Tree,House Of Worship,STATEN ISLAND
1691434080,40.541021,-74.247921,NYPD,Illegal Parking,Trash Or Recycling Not Secure,Street/Sidewalk,Unspecified
1696202268,40.881203,-73.912755,DEP,Root/Sewer/Sidewalk Condition,Unauthorized Tree Removal,Commercial Building,STATEN ISLAND
1729393769,40.626221,-73.754389,DCWP,Electric,Blocked Sidewalk,Building (Non-Residential),STATEN ISLAND
1682997363,40.732385,-73.703577,DEP,Elevator,Noise: Jack Hammering (Nc2),Park,STATEN ISLAND
1695962035,40.540273,-74.20484,DHS,Animal In A Park,Derelict Vehicles,Gutter,STATEN ISLAND
1727149063,40.880491,-73.710244,DOHMH,Panhandling,Mattress Or Box Spring Uncovered,Residential Building,Unspecified
1701588097,40.771447,-74.110406,DOB,Outdoor Dining,Graffiti Or Vandalism,Common Area,STATEN ISLAND
1717892298,40.587279,-73.985081,TLC,Sewer,Waste Not Separated,Lobby,BROOKLYN
1708110265,40.710382,-74.038301,DPR,Street Light Condition,Pedestrian Signal,Hallway,MANHATTAN
1714680701,40.730955,-73.822109,DCWP,Street Sign - Dangling,Equipment,1-2 Family Dwelling,Unspecified
1684582531,40.867164,-73.988806,DHS,Sidewalk Condition,Branch Or Limb Has Fallen Down,Restaurant/Bar/Deli/Bakery,STATEN ISLAND
1686262805,40.841889,-74.029433,DOHMH,Appliance,In Public,Park,BROOKLYN
1683148404,40.678298,-73.910436,DHS,Encampment,Tobacco Sales,Yard,MANHATTAN
1717886174,40.825091,-73.968935,NYPD,Missed Collection,Clothing/Glasses,Public/Unfenced Area,STATEN ISLAND
1720780086,40.693774,-73.86093,HPD,Dumpster Complaint,Ventilation System,Stairwell,Unspecified
1707881964,40.739146,-74.102379,HPD,Bike/Roller/Skate Chronic,Day Care Facility,Store/Commercial,QUEENS
1702241070,40.569611,-73.981824,DOE,Noise,Restaurant,Private School,STATEN ISLAND
1678150444,40.521844,-74.240093,DOT,Special Projects Inspection Team (Spit),Curb Cut/Driveway/Carport - Illegal,Taxi,QUEENS
1730678903,40.76058,-73.813092,DOHMH,Dead Animal,Water Meter Broken/Leaking - Other (Cmo),Lobby,BRONX
1722455090,40.633032,-74.128779,NYC311-PRD,Noise - House Of Worship,Bell/Buzzer/Intercom,Club/Bar/Restaurant,BRONX
1691719586,40.508479,-74.207379,DCWP,Maintenance Or Facility,Cable,Street/Sidewalk,BRONX
1681585485,40.74996,-73.807539,DOB,Unleashed Dog,UNKNOWN,Hallway,QUEENS
1676322670,40.915119,-74.150982,DOHMH,Litter Basket Request,Recycling - Paper/Metal/Glass/Rigid Plastic,Building (Non-Residential),MANHATTAN
1714178428,40.666176,-73.8098,DOHMH,Animal In A Park,Branch Or Limb Has Fallen Down,Subway,BROOKLYN
1697381597,40.587791,-74.215295,DEP,Animal In A Park,Catch Basin Clogged/Flooding (Use Comments) (Sc),Mobile Food Vendor,STATEN ISLAND
1692825664,40.655139,-74.006394,DOB,Blocked Driveway,Drug Store Or Pharmacy,School,BRONX
1719149983,40.519455,-73.866456,DEP,School Maintenance,Unauthorized Tree Pruning,Restaurant/Bar/Deli/Bakery,MANHATTAN
1710615177,40.580034,-73.752145,DPR,Illegal Dumping,Noise,3+ Family Apartment Building,QUEENS
1688200148,40.502861,-73.730954,NYPD,Snow Or Ice,OTHER,Curb,QUEENS
1686848391,40.59914,-73.922439,OOS,Rodent,Tortured,3+ Family Apt. Building,BRONX
1729018595,40.87197,-74.246869,NYC311-PRD,Food Establishment,Sidewalk,Comercial,QUEENS
1683050712,40.532235,-73.810606,DSNY,Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,Comercial,Unspecified
1717999832,40.876511,-74.241447,DCWP,Investigations And Discipline (Iad),Branch Cracked And Will Fall,Curb,STATEN ISLAND
1698135663,40.640549,-73.784438,HPD,Lead,No Lighting,3+ Family Mixed Use Building,BROOKLYN
1733990708,40.773138,-73.779655,DOE,Electric,Janitor/Super,Street,Unspecified
1675329248,40.850507,-73.794231,DEP,Bike Rack,Sewage Leak,3+ Family Apartment Building,BRONX
1692871976,40.642364,-74.204402,DOHMH,Street Sign - Missing,Equipment,Alley,Unspecified
1680099319,40.740313,-74.069612,TLC,Residential Disposal Complaint,No Permit Or License,3+ Family Mixed Use Building,BROOKLYN
1704890238,40.670618,-73.820747,OOS,Snow Or Ice,Food Worker Activity,Sidewalk,QUEENS
1713281028,40.683549,-74.222673,DOHMH,Electrical,Posted Notice Or Order Removed/Tampered With,OTHER,QUEENS
1682593324,40.633066,-74.057534,TLC,Emergency Response Team (Ert),Damp Spot,Commercial Building,MANHATTAN
1699440481,40.863264,-73.833583,DOT,Overgrown Tree/Branches,Food Contains Foreign Object,Stairwell,QUEENS
1723341973,40.546044,-73.8491,DPR,Hazardous Materials,Floor,Building (Non-Residential),Unspecified
1707326542,40.566931,-73.822553,DEP,Unsanitary Animal Pvt Property,Catch Basin Search (Sc2),Mixed Use,STATEN ISLAND
1710000987,40.847482,-74.196574,DCWP,Illegal Fireworks,Sewage,3+ Family Apartment Building,BRONX
1710634977,40.709671,-73.817879,DOHMH,Homeless Person Assistance,Plate Condition - Noisy,3+ Family Apt. Building,STATEN ISLAND
1683984812,40.668627,-73.844091,DOT,Water System,Illegal Use Of A Hydrant (Cin),3+ Family Apt. Building,MANHATTAN
1690724410,40.808331,-74.199725,DOE,Encampment,Waste Set Out Too Early Or Too Late,Business,STATEN ISLAND
1734581990,40.609442,-74.170277,DOT,Noise,Street Flooding (Sj),3+ Family Apartment Building,STATEN ISLAND
1708708686,40.525446,-74.059398,DCWP,Bike Rack,In Public,Bus Stop Shelter,BROOKLYN
1701959991,40.781014,-73.888141,OOS,Day Care,No Shelter,Stairwell,MANHATTAN
1731455085,40.759318,-73.703326,DCWP,Food Establishment,Clothing/Glasses,House And Store,BRONX
1700129638,40.80476,-73.884094,DEP,Food Establishment,Compost,1-2 Family Dwelling,QUEENS
1698194968,40.776975,-74.206772,NYC311-PRD,Abandoned Vehicle,Basin/Sink,Residential Building,STATEN ISLAND
1677770871,40.878703,-74.12902,DOHMH,Outdoor Dining,Ped Lamp,Club/Bar/Restaurant,Unspecified
1735086996,40.594765,-73.838469,OOS,Missed Collection,Multiple Street Lights Out,Residential,Unspecified
1679580367,40.786932,-74.077911,DEP,Maintenance Or Facility,Broken Curb,Mobile Food Vendor,BRONX
1674515228,40.834544,-74.012169,DEP,Smoking Or Vaping,Overflowing,Park,BRONX
1720220570,40.811887,-73.765682,DCWP,Lost Property,Ped Multiple Lamps,Street/Curbside,MANHATTAN
1684562987,40.7129,-73.714345,DOHMH,Maintenance Or Facility,Noise: Manufacturing Noise (Nk1),Building (Non-Residential),STATEN ISLAND
1714501102,40.679716,-73.984244,OOS,Appliance,Noise: Construction Equipment (Nc1),Residential Building,QUEENS
